Rfx8	0	0	0	0	0	0	0	0	0	0	0	0
Map4k4	1	1	0	0	1	1	1	0	1	0	1	0
Gm16894	0	0	0	0	0	0	0	0	0	0	0	0
Il1r2	1	0	0	0	1	0	0	0	0	0	0	0
Il1r1	1	1	0	0	0	0	1	1	0	0	0	0
Il1rl2	0	0	0	0	0	1	0	0	0	0	0	0
Il1rl1	1	0	0	0	0	0	0	1	0	0	1	1
Il18r1	1	0	0	0	0	0	0	0	0	0	0	0
Il18rap	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a4	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd9	0	1	0	0	0	0	0	0	0	0	0	0
Tmem182	0	0	0	0	0	0	0	0	0	0	0	0
2610017I09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pou3f3	0	0	0	0	1	0	0	0	0	0	0	0
2900092D14Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mrps9	1	1	0	0	1	0	1	1	1	0	1	1
Gpr45	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbrap1	0	0	0	0	1	0	0	0	1	0	0	0
AI597479	0	0	0	0	0	0	0	0	0	0	0	1
Fhl2	1	0	0	0	0	0	0	0	0	0	0	0
Nck2	0	0	0	0	0	0	0	0	0	0	0	0
1500015O10Rik	1	1	0	1	1	1	1	0	1	1	1	1
Uxs1	0	0	0	0	0	0	0	0	0	0	0	0
Tpp2	1	1	0	0	1	1	1	1	0	0	1	1
A530098C11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700029F09Rik	1	1	0	0	0	0	1	1	0	0	0	0
Kdelc1	1	1	0	0	1	0	1	0	1	1	1	1
Bivm	0	1	0	0	0	0	0	1	0	0	0	0
Ercc5	1	0	0	0	0	0	1	1	0	0	0	0
Gulp1	0	1	0	0	0	0	1	1	0	1	1	1
Col3a1	1	1	1	1	1	1	1	1	1	1	1	1
Col5a2	1	1	1	1	1	1	1	1	1	1	1	1
Wdr75	1	1	0	0	0	0	0	0	0	0	0	0
Slc40a1	0	0	0	0	0	0	0	0	0	0	0	0
Dnahc7b	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a10	1	1	0	0	1	0	0	0	0	1	0	1
Tmeff2	1	0	0	0	1	1	1	1	0	0	1	0
9330175M20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Sdpr	1	0	0	0	1	0	1	1	1	1	0	1
Obfc2a	0	0	0	1	0	0	0	0	0	1	1	1
Myo1b	1	0	0	0	0	0	0	0	0	0	0	0
Stat4	0	0	0	0	0	0	0	0	0	0	0	0
Stat1	0	1	0	0	1	1	0	1	1	1	0	1
Gls	1	1	0	0	1	1	1	1	1	1	1	1
Nab1	1	1	0	0	1	0	1	1	1	0	0	0
Tmem194b	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd6	0	1	0	0	0	0	1	1	0	1	1	0
Inpp1	0	0	0	0	0	0	0	0	0	1	0	0
Hibch	0	0	0	0	0	0	1	0	0	0	0	0
1700019D03Rik	0	0	0	0	1	1	0	0	1	0	1	0
Mstn	0	0	0	0	0	0	0	0	1	0	1	0
1700019A02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pms1	0	0	0	0	0	0	0	0	0	0	0	1
Ormdl1	0	0	0	0	0	0	0	0	0	0	0	0
Osgepl1	1	0	0	0	0	0	0	0	1	0	0	0
Asnsd1	1	0	0	0	0	0	1	0	0	0	0	0
Stk17b	1	1	0	0	1	1	0	0	1	0	0	1
Hecw2	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc150	0	0	0	0	0	0	0	0	0	0	0	0
Gtf3c3	0	0	0	0	0	0	0	0	0	0	0	0
Pgap1	0	0	0	0	0	0	0	0	1	0	0	0
Ankrd44	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b1	1	1	1	1	1	0	0	1	1	1	0	1
Coq10b	1	1	0	0	1	1	1	1	1	1	1	0
Hspd1	0	0	1	1	1	0	1	1	1	1	0	1
Hspe1	0	0	0	0	1	1	1	1	1	1	1	1
Mob4	1	1	0	1	0	0	1	1	0	0	0	0
Rftn2	1	1	0	0	0	0	0	1	0	0	0	1
Mars2	0	1	0	0	0	0	0	0	0	0	0	0
Plcl1	1	1	0	0	0	0	1	1	0	0	0	0
Satb2	0	0	0	0	0	0	0	0	0	0	0	0
9130024F11Rik	0	0	0	0	0	0	0	0	0	0	0	0
BC055402	0	0	0	0	0	0	0	0	0	0	0	0
4930558J18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700066M21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1110034B05Rik	1	0	0	0	0	0	1	0	0	0	0	0
9430016H08Rik	1	0	0	0	0	0	1	1	0	0	0	0
Spats2l	1	1	1	1	0	0	1	0	0	0	1	0
Kctd18	1	0	0	0	0	0	0	0	1	0	0	0
Sgol2	0	0	0	0	0	0	0	0	0	0	0	0
Aox1	1	1	0	0	1	1	1	0	1	0	1	1
Aox3	1	1	1	1	1	1	0	0	1	1	1	1
Aox4	0	0	0	0	0	0	0	0	0	0	0	0
Aox3l1	0	0	0	0	0	0	0	0	0	0	0	0
Bzw1	1	1	0	1	0	0	1	0	0	0	1	1
Clk1	1	1	0	0	1	1	1	0	0	0	1	0
Ppil3	1	1	0	0	0	0	1	0	0	0	0	1
Nif3l1	0	0	0	0	0	0	0	0	0	0	0	0
Orc2	1	1	0	0	0	0	1	0	0	0	0	1
Fam126b	1	0	0	0	1	0	0	0	0	0	0	1
Ndufb3	1	1	0	0	1	0	1	1	1	0	1	1
Gm20257	0	0	0	0	0	0	0	0	0	0	0	0
Als2cr12	0	0	0	0	0	0	0	0	0	0	0	0
Cflar	1	1	0	0	0	0	1	1	0	1	0	1
Casp8	1	1	0	0	1	0	1	1	0	0	1	0
Trak2	1	1	0	0	1	0	1	1	1	0	0	1
Stradb	0	0	0	0	0	0	0	0	0	0	0	0
Als2cr4	0	1	0	0	1	1	1	1	1	1	0	0
Mpp4	0	0	0	0	0	0	0	0	0	0	0	0
Als2	0	0	0	0	0	0	1	0	0	0	0	0
Cdk15	1	0	0	0	0	0	0	0	0	0	0	0
Fzd7	0	0	0	0	0	0	0	0	0	0	0	0
Gm973	0	0	0	0	0	0	0	0	0	0	0	0
Sumo1	1	1	0	0	1	0	1	1	0	1	1	1
Nop58	1	1	1	1	1	0	0	0	1	1	0	1
Bmpr2	1	1	0	0	0	0	0	0	0	1	0	1
Fam117b	1	0	0	0	0	0	0	0	0	0	0	0
Ica1l	0	0	0	0	0	0	0	0	0	0	0	0
Wdr12	0	0	0	0	0	0	0	0	0	0	0	0
Carf	0	0	0	0	0	0	0	0	0	0	0	1
Nbeal1	1	1	0	0	1	0	1	0	0	1	0	1
Cyp20a1	1	0	0	0	0	0	0	0	0	1	0	1
Abi2	1	1	0	0	0	0	1	1	1	0	0	0
Raph1	1	1	0	0	1	1	1	1	1	1	1	1
Cd28	0	0	0	0	0	0	0	0	0	0	0	0
Ctla4	0	0	0	0	0	0	0	0	0	0	0	0
Icos	0	1	0	0	0	0	0	0	0	0	0	0
Pard3b	1	1	0	0	1	1	1	1	0	1	0	1
Nrp2	1	1	0	0	1	1	0	0	0	1	0	1
4930487H11Rik	0	0	0	0	0	0	0	0	0	0	1	0
Ino80d	1	1	1	0	1	0	1	1	1	0	1	0
Gm11602	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs1	1	0	0	1	1	1	1	1	1	1	0	1
Eef1b2	1	1	1	0	1	1	1	1	1	1	1	1
Snora41	0	0	0	0	0	0	0	0	0	0	0	0
Gpr1	1	1	0	1	1	1	0	0	1	1	1	1
Zdbf2	1	1	0	0	0	0	0	0	0	0	1	0
Adam23	1	1	0	0	1	1	0	0	1	0	0	1
Fastkd2	0	0	0	0	0	0	1	0	0	0	0	0
Gm13749	0	0	0	0	0	0	0	0	0	0	0	0
Klf7	1	1	0	0	1	1	1	1	1	1	1	1
Creb1	1	0	0	0	0	0	0	1	0	1	1	1
Mettl21a	0	0	0	0	0	0	1	0	0	0	0	0
2810408I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ccnyl1	1	1	0	0	1	1	1	1	1	0	1	1
Fzd5	0	1	0	0	1	0	0	0	0	0	1	0
Plekhm3	1	1	0	0	0	0	0	1	0	0	0	0
Cryge	0	0	0	0	0	0	0	0	0	0	0	0
Crygd	0	0	0	0	0	0	0	0	0	0	0	0
D630023F18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Idh1	1	1	0	0	0	0	0	1	1	0	0	0
Pikfyve	0	1	0	0	1	0	1	0	1	0	1	0
Mtap2	0	0	0	0	0	0	1	0	0	0	0	1
Unc80	0	0	0	0	0	0	0	0	0	0	0	0
Rpe	1	1	1	1	0	0	1	0	0	0	0	0
1110028C15Rik	1	1	0	0	0	0	1	1	0	0	0	1
Acadl	1	1	0	0	1	1	1	1	1	1	1	1
Myl1	0	1	0	1	1	0	1	1	1	0	0	1
Lancl1	1	1	0	0	0	0	1	0	1	0	0	0
Ikzf2	0	0	0	0	0	0	0	0	0	1	0	1
Bard1	0	0	0	0	0	0	0	0	0	0	0	0
Atic	1	1	0	0	1	0	1	0	1	1	1	1
Fn1	1	1	1	1	1	1	0	0	1	1	1	1
Apol7d	0	0	0	0	0	0	0	0	0	0	0	0
Gm8883	0	0	0	0	0	0	0	0	0	0	0	0
4933417E11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mreg	0	0	0	0	0	0	0	0	0	0	0	0
Pecr	1	0	0	0	0	0	0	0	0	0	0	1
Tmem169	0	0	0	0	1	0	0	0	0	0	0	0
Xrcc5	1	0	0	0	1	0	0	1	1	1	1	1
March4	0	0	0	0	0	0	0	0	0	0	0	0
Smarcal1	0	0	0	0	0	0	0	1	0	0	0	0
Rpl37a	1	1	1	0	1	0	1	1	1	0	1	1
Igfbp2	1	1	0	0	1	0	0	0	1	0	0	0
Igfbp5	1	1	0	0	1	1	0	1	1	1	1	1
6030407O03Rik	0	0	0	0	0	0	0	0	0	0	0	1
Tns1	1	1	0	0	1	0	1	1	1	0	0	1
Rufy4	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr2	0	0	0	0	0	0	0	1	0	0	0	0
Cxcr1	0	0	0	0	0	0	0	0	0	0	0	0
Arpc2	1	1	1	0	1	1	1	1	0	1	0	0
Gpbar1	0	0	0	0	0	0	0	0	0	0	0	0
Aamp	1	1	0	0	1	0	1	1	1	0	1	1
Pnkd	1	1	1	0	0	0	1	1	0	0	0	0
Tmbim1	1	1	0	0	1	0	1	1	1	0	0	1
Gm216	0	0	0	0	0	0	0	0	0	0	0	0
Slc11a1	0	0	0	0	0	0	0	0	0	0	0	0
Ctdsp1	1	0	1	1	1	0	1	1	1	0	0	0
Vil1	0	0	0	0	0	0	0	0	0	0	0	0
Usp37	1	1	0	0	0	0	1	1	0	0	0	1
Rqcd1	1	0	0	0	0	0	1	0	0	0	0	0
Plcd4	0	0	0	0	0	0	0	0	0	0	0	0
Zfp142	0	0	0	0	0	0	0	1	0	0	0	1
Bcs1l	0	0	0	0	0	0	0	0	0	0	0	0
Rnf25	1	0	0	0	0	0	0	1	0	0	0	0
Stk36	0	0	0	0	0	0	0	0	0	0	0	0
Ttll4	0	0	0	0	0	0	0	0	0	0	0	0
Cyp27a1	1	1	0	0	1	0	1	0	1	1	1	1
Prkag3	0	0	0	0	0	0	0	0	0	0	0	0
Wnt6	1	1	0	0	1	1	0	0	1	0	1	1
Wnt10a	1	0	0	0	1	1	0	0	0	0	0	1
Cdk5r2	0	0	0	0	0	0	0	0	0	0	0	0
Ihh	0	0	0	0	0	0	0	0	0	0	0	0
Nhej1	0	0	0	0	0	0	1	0	0	0	0	0
Slc23a3	0	0	0	0	1	0	0	0	0	0	0	0
1810031K17Rik	0	1	0	0	0	0	1	1	1	1	0	1
Fam134a	0	1	0	0	1	0	1	1	1	0	0	1
Zfand2b	1	1	0	0	0	1	1	0	1	0	1	0
Abcb6	1	0	0	0	0	0	0	0	0	0	0	0
Atg9a	1	0	0	0	0	0	0	0	0	0	0	0
Ankzf1	0	0	0	0	0	0	0	0	0	0	0	0
Glb1l	1	0	0	0	0	1	0	0	0	0	0	0
Stk16	1	0	0	1	1	0	1	1	1	1	1	1
Tuba4a	1	1	1	1	1	1	1	0	1	1	1	1
Dnajb2	1	0	0	0	0	1	1	1	0	1	1	1
Ptprn	0	0	0	0	0	0	0	0	0	0	0	0
Resp18	0	0	0	0	0	0	0	0	0	0	0	0
Dnpep	1	1	0	0	1	0	1	1	1	0	1	0
Des	1	1	0	0	1	1	1	0	1	1	1	1
Gm15179	0	0	0	0	0	0	0	0	0	0	0	0
Speg	0	0	0	0	0	0	0	0	0	0	0	0
Gmppa	1	0	0	0	1	1	1	1	1	1	1	1
Accn4	0	0	0	0	0	0	0	0	0	0	0	0
Chpf	1	1	1	1	1	1	0	1	1	1	1	1
Tmem198	0	0	0	0	0	0	0	0	0	0	0	0
Obsl1	1	1	0	0	1	1	1	0	1	1	1	1
Inha	0	0	0	0	0	0	0	0	0	1	0	0
Stk11ip	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a3	1	0	0	0	0	0	0	0	0	0	0	0
Epha4	1	1	1	1	1	0	1	0	1	0	1	1
Pax3	0	0	0	0	0	0	0	0	0	0	0	0
Sgpp2	0	0	0	0	0	0	0	0	0	0	0	0
Farsb	1	0	0	0	0	0	1	1	1	0	0	0
Mogat1	0	0	0	0	0	0	0	0	0	0	0	0
Acsl3	1	1	0	0	0	0	1	1	0	1	0	1
Utp14b	1	1	0	0	1	0	0	0	0	0	0	1
Kcne4	1	1	0	1	0	0	0	0	0	0	0	1
Scg2	0	0	0	0	0	0	0	0	0	0	0	0
Ap1s3	0	0	0	0	0	0	0	0	0	0	0	0
Wdfy1	1	1	0	0	1	1	0	1	1	1	1	1
Mrpl44	0	0	0	0	0	0	1	0	0	0	0	0
Serpine2	1	1	1	1	1	1	1	0	1	1	1	1
Fam124b	0	0	0	0	0	0	0	0	0	0	0	0
Cul3	1	1	0	0	1	1	1	1	1	0	1	0
Dock10	0	0	0	0	1	0	1	1	0	0	0	0
Irs1	1	1	0	0	1	0	0	0	1	0	0	1
Rhbdd1	0	0	0	0	0	1	1	0	0	0	0	0
Col4a4	1	1	0	0	0	0	0	0	0	0	0	1
Col4a3	1	1	0	1	1	1	0	0	1	1	1	0
Mff	1	1	1	1	0	0	1	1	0	0	0	0
Tm4sf20	0	0	0	0	0	0	0	0	0	0	0	0
Agfg1	1	1	0	0	0	0	1	1	0	0	0	0
Slc19a3	0	0	0	0	0	0	0	0	0	0	0	0
Ccl20	0	0	0	0	0	0	0	0	1	0	0	0
Sphkap	0	0	0	0	0	0	0	0	0	0	0	1
Pid1	1	1	0	0	0	0	1	1	0	0	0	0
Dner	1	1	0	0	1	1	0	0	1	1	1	1
Trip12	1	1	0	0	1	0	1	1	1	1	1	0
Fbxo36	0	0	0	0	0	1	1	0	0	1	0	0
A530032D15Rik	0	0	0	0	0	1	1	0	0	0	0	0
Gm7609	0	0	0	0	1	0	0	0	0	1	0	0
C130026I21Rik	0	0	1	1	1	1	0	1	1	1	0	1
Sp110	1	0	0	0	1	1	1	1	1	1	1	1
Sp140	1	1	0	1	1	1	0	0	1	1	1	1
Sp100	1	1	0	1	1	1	1	0	1	1	1	1
A630001G21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cab39	1	1	0	0	1	0	1	1	1	0	1	0
Itm2c	1	1	1	1	1	1	1	1	1	0	1	1
4933407L21Rik	0	0	0	0	0	0	0	0	0	0	0	0
2810459M11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Psmd1	1	0	0	0	0	0	1	0	0	0	0	0
Htr2b	0	1	1	0	0	0	0	0	0	0	0	0
Armc9	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt7	0	0	0	0	0	0	0	0	0	0	0	0
Ncl	1	1	1	1	0	1	1	1	0	1	1	1
Snora75	0	0	0	0	0	0	0	0	0	0	0	0
C130036L24Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ptma	1	1	0	0	1	0	0	0	1	1	0	0
Pde6d	1	1	0	1	1	1	1	1	0	0	0	0
Cops7b	0	0	0	0	0	0	1	0	0	0	0	0
Nppc	1	1	1	0	1	0	0	0	1	1	1	0
Dis3l2	0	0	0	0	0	0	1	0	1	1	0	0
Ecel1	0	0	0	0	0	0	1	0	0	0	0	0
Prss56	0	0	0	0	0	0	0	0	0	0	0	0
Chrng	0	0	0	0	0	0	0	0	0	0	0	0
Eif4e2	0	0	0	1	1	1	1	1	1	1	1	1
Efhd1	1	1	1	1	1	1	1	1	1	1	1	1
Gigyf2	1	1	0	0	0	0	1	1	0	1	0	1
Kcnj13	1	1	0	0	1	1	0	0	1	1	1	1
3110079O15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ngef	0	0	0	0	0	0	0	0	1	0	1	1
Neu2	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5d	0	0	0	0	0	0	0	0	0	0	0	0
Atg16l1	0	0	0	0	0	0	0	0	0	0	0	0
Sag	0	0	0	0	0	0	0	0	0	0	0	0
Dgkd	1	0	0	0	0	0	0	0	1	0	0	0
Usp40	1	0	0	0	0	0	0	0	0	0	0	0
Ugt1a7c	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6b	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6a	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb3	0	0	0	0	0	0	0	0	0	0	0	0
Heatr7b1	0	0	0	0	0	0	0	0	0	0	0	0
Hjurp	1	0	0	0	0	0	0	0	1	0	0	0
6430706D22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730008H23Rik	0	0	0	0	0	0	0	0	0	0	0	0
Spp2	0	0	0	0	0	0	0	0	0	0	0	0
Glrp1	0	0	0	0	0	0	0	0	0	0	0	0
Gm19589	0	0	0	0	0	0	0	0	0	0	0	0
Arl4c	1	0	0	0	1	0	0	0	0	0	0	0
2410088K16Rik	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp4	1	1	0	0	0	0	0	0	1	0	0	0
Agap1	1	1	0	0	1	0	1	0	1	0	0	1
4933400F21Rik	0	0	0	0	0	0	0	0	1	0	0	0
Gbx2	0	0	0	0	0	0	0	0	0	0	0	0
Iqca	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr7	1	1	1	0	1	1	1	0	1	1	1	1
Cops8	1	1	0	0	1	0	1	1	1	0	0	0
Col6a3	1	1	1	1	1	1	1	1	1	1	1	1
Mlph	0	0	0	0	0	0	0	0	0	0	0	0
Prlh	0	0	0	0	0	0	0	0	0	0	0	0
Rab17	0	0	0	0	0	0	0	0	0	0	0	0
Lrrfip1	1	0	0	0	0	0	1	0	0	0	0	0
Rbm44	0	0	0	0	0	0	0	0	0	0	0	0
Ramp1	1	1	0	1	1	0	1	0	1	0	1	1
Ube2f	1	1	0	0	1	1	1	1	1	1	1	1
Scly	1	0	0	0	0	0	0	0	0	0	0	0
Espnl	0	0	0	0	0	0	0	0	0	0	0	0
Klhl30	0	0	0	0	0	0	0	0	0	0	0	0
Fam132b	1	0	0	0	1	0	0	0	0	1	0	1
Ilkap	1	1	0	0	0	0	1	1	0	0	0	0
Hes6	0	1	0	0	0	0	0	0	0	0	0	0
Per2	1	1	0	0	1	1	0	0	1	1	0	1
Traf3ip1	0	0	0	0	0	0	0	0	0	0	0	0
